"network","station_id","winter_year","month","n_days","mean_temp_c","mean_daily_min_c","mean_daily_max_c","min_temp_c","total_precip_mm","warm_fail","short","station_name","elevation_m"
"BCWS","407",2015,12,31,-4.94,-7.57,-1.47,-19.4,63.8,FALSE,FALSE,"NANCY GREENE",1397
"BCWS","407",2016,12,31,-5.92,-8.21,-3.55,-16.7,31,FALSE,FALSE,"NANCY GREENE",1397
"BCWS","393",1999,12,31,-4.88,-6.48,-2.89,-20,44.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2001,1,5,-3.98,-6.62,-0.38,-12.1,0.6,FALSE,TRUE,"NICOLL",866
"BCWS","393",2001,12,20,-5.39,-8.14,-1.6,-19.5,10,FALSE,FALSE,"NICOLL",866
"BCWS","393",2003,1,21,-2.96,-5.14,0,-12.6,50.6,FALSE,FALSE,"NICOLL",866
"BCWS","393",2003,2,9,-2.63,-8.31,5.91,-10.9,0.3,FALSE,TRUE,"NICOLL",866
"BCWS","393",2003,12,12,-1.93,-2.97,-0.19,-7,0.9,FALSE,TRUE,"NICOLL",866
"BCWS","393",2004,2,20,-0.25,-3.98,5.55,-12.7,30.9,FALSE,FALSE,"NICOLL",866
"BCWS","393",2004,12,15,-4.36,-7.52,-1.29,-13.8,16,FALSE,TRUE,"NICOLL",866
"BCWS","393",2005,1,31,-5.05,-7.95,-1.64,-20,54,FALSE,FALSE,"NICOLL",866
"BCWS","393",2005,2,28,-2.54,-8.67,5.41,-15.1,5.1,FALSE,FALSE,"NICOLL",866
"BCWS","393",2005,12,17,-1.82,-3.28,0.05,-10.9,5,FALSE,TRUE,"NICOLL",866
"BCWS","393",2006,1,31,-0.18,-1.53,2.15,-5.8,131.7,FALSE,FALSE,"NICOLL",866
"BCWS","393",2006,2,28,-3.89,-8.68,2.44,-20.7,71,FALSE,FALSE,"NICOLL",866
"BCWS","393",2006,12,30,-3.31,-5.89,0.14,-18.7,26.3,FALSE,FALSE,"NICOLL",866
"BCWS","393",2007,1,31,-7.34,-10.95,-2.58,-23.4,24,FALSE,FALSE,"NICOLL",866
"BCWS","393",2007,2,28,-1.46,-4.47,2.8,-16.5,40.4,FALSE,FALSE,"NICOLL",866
"BCWS","393",2007,12,30,-4.58,-7.18,-1.15,-15.3,66.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2010,12,2,-11.31,-14.55,-7,-15.1,0.2,FALSE,TRUE,"NICOLL",866
"BCWS","393",2011,1,31,-5.13,-8.07,-1.66,-20.4,75,FALSE,FALSE,"NICOLL",866
"BCWS","393",2011,2,28,-5.57,-10.28,-0.24,-23.6,39.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2011,12,31,-3.54,-5.85,-0.68,-19.2,68,FALSE,FALSE,"NICOLL",866
"BCWS","393",2012,1,31,-5.99,-9.21,-2.63,-17.9,48.2,FALSE,FALSE,"NICOLL",866
"BCWS","393",2012,2,29,-2.8,-6.94,2.26,-19.9,57.4,FALSE,FALSE,"NICOLL",866
"BCWS","393",2012,12,31,-4.8,-8.1,-0.73,-15.7,47.4,FALSE,FALSE,"NICOLL",866
"BCWS","393",2013,1,31,-6.1,-9,-2.14,-17.9,36.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2013,2,28,-1.37,-4.92,3.82,-13.3,52.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2013,12,31,-3,-4.81,-0.27,-14,50,FALSE,FALSE,"NICOLL",866
"BCWS","393",2014,1,31,-3.62,-6.68,1.22,-15.2,66.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2014,2,28,-5.99,-11.16,0.76,-24,42,FALSE,FALSE,"NICOLL",866
"BCWS","393",2014,12,31,-7.1,-9.92,-3.74,-23.5,7.2,FALSE,FALSE,"NICOLL",866
"BCWS","393",2015,1,31,-3.47,-6.04,-0.03,-16.2,52.8,FALSE,FALSE,"NICOLL",866
"BCWS","393",2015,2,28,0.48,-3.39,6.16,-9.3,67.6,FALSE,FALSE,"NICOLL",866
"BCWS","393",2015,12,31,-3.73,-6.4,-0.28,-19,95.6,FALSE,FALSE,"NICOLL",866
"BCWS","393",2016,12,30,-3.86,-6.17,-0.89,-16.9,95.6,FALSE,FALSE,"NICOLL",866
"BCWS","408",1999,1,2,-12.34,-13.45,-10.05,-13.8,0,FALSE,TRUE,"NORNS",2423
"BCWS","408",1999,12,31,-11.24,-12.92,-8.99,-20,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2000,1,22,-10.3,-12.24,-8.36,-16.5,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2000,2,24,-8.29,-10.49,-5.35,-14.5,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2000,12,29,-5.87,-7.98,-4.05,-16,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2001,12,12,-9.65,-11.59,-7.16,-19,0,FALSE,TRUE,"NORNS",2423
"BCWS","408",2003,12,12,-4.48,-6.35,-2.49,-10.2,0,FALSE,TRUE,"NORNS",2423
"BCWS","408",2004,12,15,-9.91,-12.23,-7.45,-15.9,0,FALSE,TRUE,"NORNS",2423
"BCWS","408",2005,1,31,-12.73,-13.71,-11.81,-20,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2005,2,28,-6.98,-9.5,-3.95,-17.1,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2005,12,18,-20,-20,-20,-20,0,FALSE,TRUE,"NORNS",2423
"BCWS","408",2007,1,31,-10.43,-12.97,-7.78,-22,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2007,2,28,-7.66,-10.01,-4.86,-15.5,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2007,12,31,-9.5,-11.95,-6.96,-18.3,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2008,1,31,-8.68,-9.12,-8.25,-14.3,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2008,2,29,-7.72,-7.83,-7.59,-9,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2008,12,31,-9.95,-11.56,-7.82,-20.7,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2009,1,31,-7.79,-10.61,-5.45,-22.9,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2009,2,28,-8.9,-11.36,-5.9,-18.1,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2009,12,31,-13.66,-16.65,-10.82,-27.7,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2010,1,31,-6.36,-6.89,-5.9,-10,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2010,2,28,-5.62,-5.75,-5.5,-7.3,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2010,12,31,-11.29,-12.86,-9.85,-24.7,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2011,1,31,-8.25,-9.64,-6.79,-19.2,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2011,2,28,-8.4,-10.04,-6.86,-15,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2011,12,31,-9.72,-11.5,-8,-16.9,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2012,1,31,-10.64,-13.29,-7.95,-22.8,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2012,2,29,-8.21,-10.26,-5.73,-15.1,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2012,12,31,-8.56,-11.08,-6.27,-16.2,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2013,1,31,-6.59,-7.04,-6.25,-12.9,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2013,2,28,-6.56,-6.69,-6.41,-7.5,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2013,12,31,-5.55,-6.26,-4.97,-9.5,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2014,1,31,-5.83,-8.17,-3.46,-16.7,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2014,2,28,-13.52,-16.52,-9.54,-28.7,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2014,12,31,-10.86,-13.12,-8.53,-28.4,0,FALSE,FALSE,"NORNS",2423
"BCWS","408",2015,1,31,15.34,14.25,16.32,9,0,TRUE,FALSE,"NORNS",2423
"BCWS","408",2015,2,28,31.85,30.05,33.12,18.5,0,TRUE,FALSE,"NORNS",2423
"BCWS","408",2015,12,31,12.79,10.75,14.47,4.6,0,TRUE,FALSE,"NORNS",2423
"BCWS","408",2016,12,31,-6.1,-6.96,-5.3,-9.7,0,FALSE,FALSE,"NORNS",2423
"BCWS","396",2001,1,17,-5.48,-7.44,-3.55,-12,0.9,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2001,12,31,-7.62,-9.81,-5.22,-19.8,0.3,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2002,1,19,-4.3,-5.99,-2.39,-10.7,3.5,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2002,12,15,-8.8,-11,-6.15,-15.1,0.6,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2003,1,21,-4.03,-6.4,-1.4,-12.6,35.1,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2003,2,6,-1.62,-4.48,3.73,-7.7,0,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2003,12,12,-3.67,-4.91,-1.99,-6.4,0.3,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2004,2,22,-2.77,-5.35,0.53,-11.3,20.5,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2004,12,15,-6.31,-9.27,-3.65,-15.3,0,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2007,1,31,-7.71,-10.7,-4.27,-21.1,16.6,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2007,2,28,-3.6,-6.02,-0.38,-13.7,25.8,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2007,12,27,-5.66,-8.19,-2.95,-14,18.8,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2008,1,19,-5.67,-7.83,-3.56,-13.5,4.6,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2008,2,21,-4.24,-7.28,-0.21,-11.8,19.6,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2008,12,22,-7.03,-9.11,-4.74,-13.1,4.6,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2009,1,30,-6.24,-9.49,-2.24,-21.5,47.6,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2009,2,3,-5.15,-7.47,-3.33,-10.9,0,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2009,12,31,-10.04,-12.78,-6.72,-25.7,16.8,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2010,12,2,-11.75,-12.7,-10.15,-13,0,FALSE,TRUE,"OCTOPUS CREEK",1432
"BCWS","396",2011,1,31,-5.78,-8.64,-2.8,-19.8,52.4,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2011,2,28,-7.74,-11.67,-3.51,-22.2,23,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2011,12,31,-6.02,-8.68,-3.16,-18.9,31.2,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2012,1,31,-6.72,-9.87,-3.43,-19,18.2,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2012,2,29,-5.61,-8.99,-1.34,-17.4,34,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2012,12,31,-5.05,-8.2,-1.97,-13.6,24,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2013,1,31,-5.86,-8.75,-2.29,-17,28,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2013,2,28,-3.1,-6.45,0.8,-11.8,29.4,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2013,12,31,-5.34,-7.55,-3.22,-14.9,19.4,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2014,1,31,-4.26,-7.33,-0.08,-14.9,25.6,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2014,2,28,-8.88,-13.6,-3.07,-25.4,35.6,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2014,12,31,-7.41,-10.27,-4.11,-22.9,23.8,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2015,1,31,-3.98,-7.01,-0.3,-12.9,51.2,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2015,2,28,-0.69,-3.71,3.99,-9.8,55.2,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2015,12,31,-5.12,-7.78,-2.23,-21,45.2,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","396",2016,12,30,-5.81,-7.99,-3.4,-17.6,33.8,FALSE,FALSE,"OCTOPUS CREEK",1432
"BCWS","402",1999,1,20,-0.65,-2.2,1.49,-10.3,55.7,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",1999,12,31,-3.38,-5.36,-1.06,-20,124.5,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2000,1,22,-2.87,-5.16,0.1,-12.7,20,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2000,2,24,-0.47,-3.29,3.22,-9.9,47,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2000,12,25,-1,-2.58,0.86,-8.6,78.7,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2001,1,16,-2.34,-4.55,0.84,-10.5,29.6,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2001,12,31,-4.98,-7.4,-2.09,-16.5,20.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2002,1,19,-1.95,-4.15,0.86,-12.3,38.6,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2002,12,15,-4.57,-6.67,-1.61,-8.5,0.9,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2003,1,23,-1.23,-2.91,1.53,-10.7,51.1,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2003,2,10,-1.55,-5.34,4.11,-8.7,0.3,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2003,12,12,-0.57,-1.77,0.97,-5.6,0.3,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2004,2,20,0.38,-2.85,5.64,-9.2,44.9,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2004,12,15,-2.73,-5.25,-0.08,-11,30.2,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2005,1,31,-3.58,-6.37,-0.25,-20,58.1,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2005,2,28,-0.59,-5.68,6.64,-11,4.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2005,12,17,-0.13,-1.52,1.68,-7.2,38.3,FALSE,TRUE,"PENDOREILLE",725
"BCWS","402",2006,1,31,0.22,-1.13,2.36,-5.6,139.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2006,2,28,-2.32,-6.37,3.15,-17.9,53.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2006,12,31,-4.89,-7.37,-1.43,-16.7,73.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2007,1,31,-4.91,-7.76,-1.27,-19,54.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2007,2,28,-0.28,-2.46,3.07,-7.9,53.8,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2007,12,31,-3.2,-5.51,0.05,-13.4,61.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2008,1,31,-5,-8.08,-1.15,-16.9,54.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2008,2,29,-0.23,-3.84,4.94,-8.6,45.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2008,12,31,-3.4,-5.6,-0.45,-12.4,51.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2009,1,31,-3.98,-6.79,-0.33,-18.9,36.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2009,2,28,-0.82,-4.51,4.05,-9.8,29.8,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2009,12,31,-6.34,-8.8,-3.51,-21,20,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2010,1,31,-0.53,-2.81,2.52,-13.4,72.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2010,2,28,1.71,-1.2,6.14,-6,33.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2010,12,31,-6.05,-8.75,-2.39,-19,44.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2011,1,31,-3.11,-5.59,-0.12,-18.1,73,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2011,2,28,-3.5,-7.76,1.27,-21.7,31.8,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2011,12,31,-2.27,-4.75,0.85,-17.3,68.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2012,1,31,-3.08,-5.87,0.14,-13.3,43.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2012,2,29,-1.08,-4.27,3.09,-12.5,64.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2012,12,31,-3.11,-5.84,0.28,-11,35.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2013,1,31,-3.84,-6.1,-0.79,-14.3,44.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2013,2,28,0.56,-2.08,4.24,-5.6,28.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2013,12,31,-0.79,-2.21,0.97,-8.1,81,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2014,1,31,-1.71,-4.19,2.45,-12.3,49.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2014,2,28,-4.33,-9.07,1.48,-22,36.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2014,12,31,-5.06,-7.28,-2.04,-20.2,42.2,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2015,1,31,-1.82,-3.87,1.38,-15.1,47.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2015,2,28,1.94,-1.54,7.12,-7.2,59,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2015,12,31,-1.84,-4.23,0.99,-17,58.4,FALSE,FALSE,"PENDOREILLE",725
"BCWS","402",2016,12,30,-1.47,-3.19,0.89,-12.7,98.6,FALSE,FALSE,"PENDOREILLE",725
"BCWS","380",2002,1,17,-2.55,-3.75,-1.31,-10.6,22.6,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2002,2,24,-2.92,-4.86,-0.18,-12.7,36.2,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2002,12,15,-6.86,-8.22,-5.07,-11.5,0,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2003,1,22,-2.87,-4.11,-1.42,-9.8,34.7,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2003,2,28,-2.36,-4.7,0.82,-12.8,6.6,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2003,12,21,-0.97,-1.88,0.1,-6.8,81.1,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2004,1,19,-2.69,-4.03,-0.72,-20,3,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2004,2,22,-1.24,-3.18,1.62,-9,9.7,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2004,12,14,-2.53,-4.16,-0.59,-8.7,17.7,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2005,1,19,-0.85,-2.31,0.94,-12.7,58,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2005,2,28,-1.67,-4.85,2.42,-10.5,6.3,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2005,12,13,-1.12,-2.46,0.22,-6.9,35.3,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2007,1,31,-5.82,-7.61,-3.65,-15.9,40.6,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2007,2,28,-1.91,-3.8,0.9,-11.9,50,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2007,12,31,-3.58,-4.75,-2.12,-10.6,35.8,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2008,1,31,-5.65,-7.45,-3.59,-14.5,12.2,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2008,2,29,-2.03,-4.47,1.17,-10.5,36.6,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2008,12,31,-4.44,-6.01,-2.61,-12.1,32,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2009,1,31,-5.27,-6.89,-3.38,-15.8,62.4,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2009,2,28,-2.79,-5.35,0.61,-7.5,38.4,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2009,12,31,-7.31,-9.06,-5.54,-19.8,8.2,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2010,1,31,-2.1,-3.72,0.01,-13.3,79,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2010,2,11,-0.47,-1.75,1.95,-3.5,6.4,FALSE,TRUE,"POWDER CREEK",1019
"BCWS","380",2010,12,31,-7.4,-9.28,-5.28,-17.5,35.4,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2012,1,31,-4.54,-6.58,-2.45,-14.2,27.8,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2012,2,29,-3.04,-5.57,0.63,-12.5,60.4,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2012,12,31,-3.46,-5.25,-1.19,-9.7,39.2,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2013,1,31,-4.45,-5.88,-2.55,-13,37.4,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2013,2,28,-1.1,-3.1,1.97,-6.5,47.8,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2013,12,31,-2.69,-4.11,-1.09,-9,48.2,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2015,1,31,-2.91,-4.21,-1.06,-12.9,38.2,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2015,2,28,0.67,-1.51,3.78,-7.2,85.6,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2015,12,31,-2.99,-4.67,-0.81,-15.6,75.8,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","380",2016,12,31,-3.31,-4.54,-1.86,-12.6,83.4,FALSE,FALSE,"POWDER CREEK",1019
"BCWS","406",1999,12,31,-6.06,-7.84,-3.91,-20,11.5,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2000,12,22,-3.07,-4.92,-1.18,-10.8,0,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2001,1,17,-4.28,-6.14,-1.49,-11.4,7.3,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2001,12,31,-6.85,-8.77,-4.22,-19.8,0.9,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2002,1,19,-3.62,-5.37,-0.53,-10.9,58.3,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2002,12,19,-6.87,-9.18,-3.82,-12.3,0,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2003,1,26,-3.71,-5.36,-1.55,-10.3,53,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2003,2,10,-3.07,-5.93,1.45,-8.1,4,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2003,12,12,-3.23,-4.14,-2.08,-6.6,0,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2004,2,22,-1.67,-4.44,2.97,-10,39,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2004,12,15,-5.12,-7.83,-1.58,-13.9,17,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2005,1,31,-4.7,-7.15,-1.56,-19.9,5.1,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2005,2,28,-1.98,-5.63,3.22,-11.7,3.3,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2005,12,17,-2.14,-3.71,-0.29,-8.2,1,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2006,1,31,-2.05,-3.66,0.39,-9.1,70.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2006,2,9,-1.74,-4.33,2.53,-9.1,31.6,FALSE,TRUE,"SLOCAN",1230
"BCWS","406",2006,12,31,-5.57,-7.43,-2.08,-14.6,81.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2007,1,31,-7.25,-9.69,-4.23,-19,29.4,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2007,2,28,-2.49,-4.81,1.32,-12.5,41,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2007,12,31,-4.55,-6.46,-1.93,-12.7,28.8,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2008,1,31,-6.89,-9.47,-3.88,-17.5,11.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2008,2,29,-3.08,-5.67,0.55,-12.6,38.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2008,12,31,-5.74,-7.66,-3.37,-14.4,54.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2009,1,31,-6.49,-8.92,-3.31,-18.6,65,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2009,2,28,-3.39,-6.64,1.89,-10.5,35.2,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2009,12,31,-8.91,-11.28,-6.15,-23.8,7.2,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2010,1,31,-2.64,-4.76,0.18,-14.9,80.8,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2010,2,28,-0.52,-2.97,3.18,-8.5,24.4,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2010,12,31,-8.67,-11.27,-5.1,-18.6,10.8,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2011,1,31,-5.12,-7.62,-1.7,-18.3,140.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2011,2,28,-6.63,-9.15,-2.96,-19.6,52,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2011,12,31,-4.72,-6.78,-1.64,-15.6,66.8,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2012,1,31,-5.57,-8.14,-2.55,-17.1,42.2,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2012,2,29,-2.8,-5.07,0.98,-10.8,98.8,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2012,12,31,-4.66,-6.88,-1.13,-10.9,74.4,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2013,1,31,-5.66,-7.71,-2.27,-14,38.2,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2013,2,28,-2.13,-4.96,2.66,-8.9,84.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2013,12,31,-4.17,-5.67,-1.9,-11.1,28.2,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2014,1,31,-3.94,-6.16,-0.12,-13.7,34.6,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2014,2,28,-6.54,-9.82,-0.93,-22.3,59,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2014,12,31,-6.81,-8.97,-3.62,-21.1,29.4,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2015,1,31,-3.55,-5.55,-0.58,-14.7,41.2,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2015,2,28,0.11,-2.69,4.21,-9.1,97.4,FALSE,FALSE,"SLOCAN",1230
